id;code;description
23490;5-853.32;Rekonstruktion von Muskeln: Verkürzung und Naht: Oberarm und Ellenbogen
23491;5-853.33;Rekonstruktion von Muskeln: Verkürzung und Naht: Unterarm
23492;5-853.35;Rekonstruktion von Muskeln: Verkürzung und Naht: Brustwand und Rücken
23493;5-853.36;Rekonstruktion von Muskeln: Verkürzung und Naht: Bauchregion
23494;5-853.37;Rekonstruktion von Muskeln: Verkürzung und Naht: Leisten- und Genitalregion und Gesäß
23495;5-853.38;Rekonstruktion von Muskeln: Verkürzung und Naht: Oberschenkel und Knie
23496;5-853.39;Rekonstruktion von Muskeln: Verkürzung und Naht: Unterschenkel
23497;5-853.3a;Rekonstruktion von Muskeln: Verkürzung und Naht: Fuß
23498;5-853.3x;Rekonstruktion von Muskeln: Verkürzung und Naht: Sonstige
23499;5-853.4;Rekonstruktion von Muskeln: Plastik
23500;5-853.40;Rekonstruktion von Muskeln: Plastik: Kopf und Hals
23501;5-853.41;Rekonstruktion von Muskeln: Plastik: Schulter und Axilla
23502;5-853.42;Rekonstruktion von Muskeln: Plastik: Oberarm und Ellenbogen
23503;5-853.43;Rekonstruktion von Muskeln: Plastik: Unterarm
23504;5-853.45;Rekonstruktion von Muskeln: Plastik: Brustwand und Rücken
23505;5-853.46;Rekonstruktion von Muskeln: Plastik: Bauchregion
23506;5-853.47;Rekonstruktion von Muskeln: Plastik: Leisten- und Genitalregion und Gesäß
23507;5-853.48;Rekonstruktion von Muskeln: Plastik: Oberschenkel und Knie
23508;5-853.49;Rekonstruktion von Muskeln: Plastik: Unterschenkel
23509;5-853.4a;Rekonstruktion von Muskeln: Plastik: Fuß
23510;5-853.4x;Rekonstruktion von Muskeln: Plastik: Sonstige
23511;5-853.5;Rekonstruktion von Muskeln: Transposition
23512;5-853.50;Rekonstruktion von Muskeln: Transposition: Kopf und Hals
23513;5-853.51;Rekonstruktion von Muskeln: Transposition: Schulter und Axilla
23514;5-853.52;Rekonstruktion von Muskeln: Transposition: Oberarm und Ellenbogen
23515;5-853.53;Rekonstruktion von Muskeln: Transposition: Unterarm
23516;5-853.55;Rekonstruktion von Muskeln: Transposition: Brustwand und Rücken
23517;5-853.56;Rekonstruktion von Muskeln: Transposition: Bauchregion
23518;5-853.57;Rekonstruktion von Muskeln: Transposition: Leisten- und Genitalregion und Gesäß
23519;5-853.58;Rekonstruktion von Muskeln: Transposition: Oberschenkel und Knie
23520;5-853.59;Rekonstruktion von Muskeln: Transposition: Unterschenkel
23521;5-853.5a;Rekonstruktion von Muskeln: Transposition: Fuß
23522;5-853.5x;Rekonstruktion von Muskeln: Transposition: Sonstige
23523;5-853.6;Rekonstruktion von Muskeln: Transplantation
23524;5-853.60;Rekonstruktion von Muskeln: Transplantation: Kopf und Hals
23525;5-853.61;Rekonstruktion von Muskeln: Transplantation: Schulter und Axilla
23526;5-853.62;Rekonstruktion von Muskeln: Transplantation: Oberarm und Ellenbogen
23527;5-853.63;Rekonstruktion von Muskeln: Transplantation: Unterarm
23528;5-853.65;Rekonstruktion von Muskeln: Transplantation: Brustwand und Rücken
23529;5-853.66;Rekonstruktion von Muskeln: Transplantation: Bauchregion
23530;5-853.67;Rekonstruktion von Muskeln: Transplantation: Leisten- und Genitalregion und Gesäß
23531;5-853.68;Rekonstruktion von Muskeln: Transplantation: Oberschenkel und Knie
23532;5-853.69;Rekonstruktion von Muskeln: Transplantation: Unterschenkel
23533;5-853.6a;Rekonstruktion von Muskeln: Transplantation: Fuß
23534;5-853.6x;Rekonstruktion von Muskeln: Transplantation: Sonstige
23535;5-853.7;Rekonstruktion von Muskeln: Transplantatrevision (ohne Wechsel)
23536;5-853.70;Rekonstruktion von Muskeln: Transplantatrevision (ohne Wechsel): Kopf und Hals
23537;5-853.71;Rekonstruktion von Muskeln: Transplantatrevision (ohne Wechsel): Schulter und Axilla
23538;5-853.72;Rekonstruktion von Muskeln: Transplantatrevision (ohne Wechsel): Oberarm und Ellenbogen
23539;5-853.73;Rekonstruktion von Muskeln: Transplantatrevision (ohne Wechsel): Unterarm
23540;5-853.75;Rekonstruktion von Muskeln: Transplantatrevision (ohne Wechsel): Brustwand und Rücken
23541;5-853.76;Rekonstruktion von Muskeln: Transplantatrevision (ohne Wechsel): Bauchregion
23542;5-853.77;Rekonstruktion von Muskeln: Transplantatrevision (ohne Wechsel): Leisten- und Genitalregion und Gesäß
23543;5-853.78;Rekonstruktion von Muskeln: Transplantatrevision (ohne Wechsel): Oberschenkel und Knie
23544;5-853.79;Rekonstruktion von Muskeln: Transplantatrevision (ohne Wechsel): Unterschenkel
23545;5-853.7a;Rekonstruktion von Muskeln: Transplantatrevision (ohne Wechsel): Fuß
23546;5-853.7x;Rekonstruktion von Muskeln: Transplantatrevision (ohne Wechsel): Sonstige
23547;5-853.8;Rekonstruktion von Muskeln: Transplantatwechsel
23548;5-853.80;Rekonstruktion von Muskeln: Transplantatwechsel: Kopf und Hals
23549;5-853.81;Rekonstruktion von Muskeln: Transplantatwechsel: Schulter und Axilla
23550;5-853.82;Rekonstruktion von Muskeln: Transplantatwechsel: Oberarm und Ellenbogen
23551;5-853.83;Rekonstruktion von Muskeln: Transplantatwechsel: Unterarm
23552;5-853.85;Rekonstruktion von Muskeln: Transplantatwechsel: Brustwand und Rücken
23553;5-853.86;Rekonstruktion von Muskeln: Transplantatwechsel: Bauchregion
23554;5-853.87;Rekonstruktion von Muskeln: Transplantatwechsel: Leisten- und Genitalregion und Gesäß
23555;5-853.88;Rekonstruktion von Muskeln: Transplantatwechsel: Oberschenkel und Knie
23556;5-853.89;Rekonstruktion von Muskeln: Transplantatwechsel: Unterschenkel
23557;5-853.8a;Rekonstruktion von Muskeln: Transplantatwechsel: Fuß
23558;5-853.8x;Rekonstruktion von Muskeln: Transplantatwechsel: Sonstige
23559;5-853.9;Rekonstruktion von Muskeln: Transplantatentfernung
23560;5-853.90;Rekonstruktion von Muskeln: Transplantatentfernung: Kopf und Hals
23561;5-853.91;Rekonstruktion von Muskeln: Transplantatentfernung: Schulter und Axilla
23562;5-853.92;Rekonstruktion von Muskeln: Transplantatentfernung: Oberarm und Ellenbogen
23563;5-853.93;Rekonstruktion von Muskeln: Transplantatentfernung: Unterarm
23564;5-853.95;Rekonstruktion von Muskeln: Transplantatentfernung: Brustwand und Rücken
23565;5-853.96;Rekonstruktion von Muskeln: Transplantatentfernung: Bauchregion
23566;5-853.97;Rekonstruktion von Muskeln: Transplantatentfernung: Leisten- und Genitalregion und Gesäß
23567;5-853.98;Rekonstruktion von Muskeln: Transplantatentfernung: Oberschenkel und Knie
23568;5-853.99;Rekonstruktion von Muskeln: Transplantatentfernung: Unterschenkel
23569;5-853.9a;Rekonstruktion von Muskeln: Transplantatentfernung: Fuß
23570;5-853.9x;Rekonstruktion von Muskeln: Transplantatentfernung: Sonstige
23571;5-853.x;Rekonstruktion von Muskeln: Sonstige
23572;5-853.x0;Rekonstruktion von Muskeln: Sonstige: Kopf und Hals
23573;5-853.x1;Rekonstruktion von Muskeln: Sonstige: Schulter und Axilla
23574;5-853.x2;Rekonstruktion von Muskeln: Sonstige: Oberarm und Ellenbogen
23575;5-853.x3;Rekonstruktion von Muskeln: Sonstige: Unterarm
23576;5-853.x5;Rekonstruktion von Muskeln: Sonstige: Brustwand und Rücken
23577;5-853.x6;Rekonstruktion von Muskeln: Sonstige: Bauchregion
23578;5-853.x7;Rekonstruktion von Muskeln: Sonstige: Leisten- und Genitalregion und Gesäß
23579;5-853.x8;Rekonstruktion von Muskeln: Sonstige: Oberschenkel und Knie
23580;5-853.x9;Rekonstruktion von Muskeln: Sonstige: Unterschenkel
23581;5-853.xa;Rekonstruktion von Muskeln: Sonstige: Fuß
23582;5-853.xx;Rekonstruktion von Muskeln: Sonstige: Sonstige
23583;5-853.y;Rekonstruktion von Muskeln: N.n.bez.
23584;5-854;Rekonstruktion von Sehnen
23585;5-854.0;Rekonstruktion von Sehnen: Verlängerung
23586;5-854.00;Rekonstruktion von Sehnen: Verlängerung: Kopf und Hals
23587;5-854.01;Rekonstruktion von Sehnen: Verlängerung: Schulter und Axilla
23588;5-854.02;Rekonstruktion von Sehnen: Verlängerung: Oberarm und Ellenbogen
23589;5-854.03;Rekonstruktion von Sehnen: Verlängerung: Unterarm
23590;5-854.05;Rekonstruktion von Sehnen: Verlängerung: Brustwand und Rücken
23591;5-854.06;Rekonstruktion von Sehnen: Verlängerung: Bauchregion
23592;5-854.07;Rekonstruktion von Sehnen: Verlängerung: Leisten- und Genitalregion und Gesäß
23593;5-854.08;Rekonstruktion von Sehnen: Verlängerung: Oberschenkel und Knie
23594;5-854.09;Rekonstruktion von Sehnen: Verlängerung: Unterschenkel
23595;5-854.0b;Rekonstruktion von Sehnen: Verlängerung: Rückfuß und Fußwurzel
23596;5-854.0c;Rekonstruktion von Sehnen: Verlängerung: Mittelfuß und Zehen
23597;5-854.0x;Rekonstruktion von Sehnen: Verlängerung: Sonstige
23598;5-854.1;Rekonstruktion von Sehnen: Verkürzung
23599;5-854.10;Rekonstruktion von Sehnen: Verkürzung: Kopf und Hals
23600;5-854.11;Rekonstruktion von Sehnen: Verkürzung: Schulter und Axilla
23601;5-854.12;Rekonstruktion von Sehnen: Verkürzung: Oberarm und Ellenbogen
23602;5-854.13;Rekonstruktion von Sehnen: Verkürzung: Unterarm
23603;5-854.15;Rekonstruktion von Sehnen: Verkürzung: Brustwand und Rücken
23604;5-854.16;Rekonstruktion von Sehnen: Verkürzung: Bauchregion
23605;5-854.17;Rekonstruktion von Sehnen: Verkürzung: Leisten- und Genitalregion und Gesäß
23606;5-854.18;Rekonstruktion von Sehnen: Verkürzung: Oberschenkel und Knie
23607;5-854.19;Rekonstruktion von Sehnen: Verkürzung: Unterschenkel
23608;5-854.1b;Rekonstruktion von Sehnen: Verkürzung: Rückfuß und Fußwurzel
23609;5-854.1c;Rekonstruktion von Sehnen: Verkürzung: Mittelfuß und Zehen
23610;5-854.1x;Rekonstruktion von Sehnen: Verkürzung: Sonstige
23611;5-854.2;Rekonstruktion von Sehnen: (Partielle) Transposition
23612;5-854.20;Rekonstruktion von Sehnen: (Partielle) Transposition: Kopf und Hals
23613;5-854.21;Rekonstruktion von Sehnen: (Partielle) Transposition: Schulter und Axilla
23614;5-854.22;Rekonstruktion von Sehnen: (Partielle) Transposition: Oberarm und Ellenbogen
23615;5-854.23;Rekonstruktion von Sehnen: (Partielle) Transposition: Unterarm
23616;5-854.25;Rekonstruktion von Sehnen: (Partielle) Transposition: Brustwand und Rücken
23617;5-854.27;Rekonstruktion von Sehnen: (Partielle) Transposition: Leisten- und Genitalregion und Gesäß
23618;5-854.28;Rekonstruktion von Sehnen: (Partielle) Transposition: Oberschenkel und Knie
23619;5-854.29;Rekonstruktion von Sehnen: (Partielle) Transposition: Unterschenkel
23620;5-854.2b;Rekonstruktion von Sehnen: (Partielle) Transposition: Rückfuß und Fußwurzel
23621;5-854.2c;Rekonstruktion von Sehnen: (Partielle) Transposition: Mittelfuß und Zehen
23622;5-854.2x;Rekonstruktion von Sehnen: (Partielle) Transposition: Sonstige
23623;5-854.3;Rekonstruktion von Sehnen: Augmentation
23624;5-854.30;Rekonstruktion von Sehnen: Augmentation: Kopf und Hals
23625;5-854.31;Rekonstruktion von Sehnen: Augmentation: Schulter und Axilla
23626;5-854.32;Rekonstruktion von Sehnen: Augmentation: Oberarm und Ellenbogen
23627;5-854.33;Rekonstruktion von Sehnen: Augmentation: Unterarm
23628;5-854.35;Rekonstruktion von Sehnen: Augmentation: Brustwand und Rücken
23629;5-854.36;Rekonstruktion von Sehnen: Augmentation: Bauchregion
23630;5-854.37;Rekonstruktion von Sehnen: Augmentation: Leisten- und Genitalregion und Gesäß
23631;5-854.38;Rekonstruktion von Sehnen: Augmentation: Oberschenkel und Knie
23632;5-854.39;Rekonstruktion von Sehnen: Augmentation: Unterschenkel
23633;5-854.3b;Rekonstruktion von Sehnen: Augmentation: Rückfuß und Fußwurzel
23634;5-854.3c;Rekonstruktion von Sehnen: Augmentation: Mittelfuß und Zehen
23635;5-854.3x;Rekonstruktion von Sehnen: Augmentation: Sonstige
23636;5-854.4;Rekonstruktion von Sehnen: Ersatzplastik
23637;5-854.40;Rekonstruktion von Sehnen: Ersatzplastik: Kopf und Hals
23638;5-854.41;Rekonstruktion von Sehnen: Ersatzplastik: Schulter und Axilla
23639;5-854.42;Rekonstruktion von Sehnen: Ersatzplastik: Oberarm und Ellenbogen
23640;5-854.43;Rekonstruktion von Sehnen: Ersatzplastik: Unterarm
23641;5-854.45;Rekonstruktion von Sehnen: Ersatzplastik: Brustwand und Rücken
23642;5-854.46;Rekonstruktion von Sehnen: Ersatzplastik: Bauchregion
23643;5-854.47;Rekonstruktion von Sehnen: Ersatzplastik: Leisten- und Genitalregion und Gesäß
23644;5-854.48;Rekonstruktion von Sehnen: Ersatzplastik: Oberschenkel und Knie
23645;5-854.49;Rekonstruktion von Sehnen: Ersatzplastik: Unterschenkel
23646;5-854.4b;Rekonstruktion von Sehnen: Ersatzplastik: Rückfuß und Fußwurzel
23647;5-854.4c;Rekonstruktion von Sehnen: Ersatzplastik: Mittelfuß und Zehen
23648;5-854.4x;Rekonstruktion von Sehnen: Ersatzplastik: Sonstige
23649;5-854.5;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat
23650;5-854.50;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat: Kopf und Hals
23651;5-854.51;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat: Schulter und Axilla
23652;5-854.52;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat: Oberarm und Ellenbogen
23653;5-854.53;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat: Unterarm
23654;5-854.55;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat: Brustwand und Rücken
23655;5-854.56;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat: Bauchregion
23656;5-854.57;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat: Leisten- und Genitalregion und Gesäß
23657;5-854.58;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat: Oberschenkel und Knie
23658;5-854.59;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat: Unterschenkel
23659;5-854.5b;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat: Rückfuß und Fußwurzel
23660;5-854.5c;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat: Mittelfuß und Zehen
23661;5-854.5x;Rekonstruktion von Sehnen: Ersatzplastik mit Interponat: Sonstige
23662;5-854.6;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers
23663;5-854.60;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers: Kopf und Hals
23664;5-854.61;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers: Schulter und Axilla
23665;5-854.62;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers: Oberarm und Ellenbogen
23666;5-854.63;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers: Unterarm
23667;5-854.65;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers: Brustwand und Rücken
23668;5-854.66;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers: Bauchregion
23669;5-854.67;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers: Leisten- und Genitalregion und Gesäß
23670;5-854.68;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers: Oberschenkel und Knie
23671;5-854.69;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers: Unterschenkel
23672;5-854.6b;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers: Rückfuß und Fußwurzel
23673;5-854.6c;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers: Mittelfuß und Zehen
23674;5-854.6x;Rekonstruktion von Sehnen: Schaffung eines Transplantatlagers: Sonstige
23675;5-854.7;Rekonstruktion von Sehnen: Transplantation
23676;5-854.70;Rekonstruktion von Sehnen: Transplantation: Kopf und Hals
23677;5-854.71;Rekonstruktion von Sehnen: Transplantation: Schulter und Axilla
23678;5-854.72;Rekonstruktion von Sehnen: Transplantation: Oberarm und Ellenbogen
23679;5-854.73;Rekonstruktion von Sehnen: Transplantation: Unterarm
23680;5-854.75;Rekonstruktion von Sehnen: Transplantation: Brustwand und Rücken
23681;5-854.76;Rekonstruktion von Sehnen: Transplantation: Bauchregion
23682;5-854.77;Rekonstruktion von Sehnen: Transplantation: Leisten- und Genitalregion und Gesäß
23683;5-854.78;Rekonstruktion von Sehnen: Transplantation: Oberschenkel und Knie
23684;5-854.79;Rekonstruktion von Sehnen: Transplantation: Unterschenkel
23685;5-854.7b;Rekonstruktion von Sehnen: Transplantation: Rückfuß und Fußwurzel
23686;5-854.7c;Rekonstruktion von Sehnen: Transplantation: Mittelfuß und Zehen
23687;5-854.7x;Rekonstruktion von Sehnen: Transplantation: Sonstige
23688;5-854.8;Rekonstruktion von Sehnen: Transplantatwechsel
23689;5-854.80;Rekonstruktion von Sehnen: Transplantatwechsel: Kopf und Hals
23690;5-854.81;Rekonstruktion von Sehnen: Transplantatwechsel: Schulter und Axilla
23691;5-854.82;Rekonstruktion von Sehnen: Transplantatwechsel: Oberarm und Ellenbogen
23692;5-854.83;Rekonstruktion von Sehnen: Transplantatwechsel: Unterarm
23693;5-854.85;Rekonstruktion von Sehnen: Transplantatwechsel: Brustwand und Rücken
23694;5-854.86;Rekonstruktion von Sehnen: Transplantatwechsel: Bauchregion
23695;5-854.87;Rekonstruktion von Sehnen: Transplantatwechsel: Leisten- und Genitalregion und Gesäß
23696;5-854.88;Rekonstruktion von Sehnen: Transplantatwechsel: Oberschenkel und Knie
23697;5-854.89;Rekonstruktion von Sehnen: Transplantatwechsel: Unterschenkel
23698;5-854.8b;Rekonstruktion von Sehnen: Transplantatwechsel: Rückfuß und Fußwurzel
23699;5-854.8c;Rekonstruktion von Sehnen: Transplantatwechsel: Mittelfuß und Zehen
23700;5-854.8x;Rekonstruktion von Sehnen: Transplantatwechsel: Sonstige
23701;5-854.9;Rekonstruktion von Sehnen: Transplantatentfernung
23702;5-854.90;Rekonstruktion von Sehnen: Transplantatentfernung: Kopf und Hals
23703;5-854.91;Rekonstruktion von Sehnen: Transplantatentfernung: Schulter und Axilla
23704;5-854.92;Rekonstruktion von Sehnen: Transplantatentfernung: Oberarm und Ellenbogen
23705;5-854.93;Rekonstruktion von Sehnen: Transplantatentfernung: Unterarm
23706;5-854.95;Rekonstruktion von Sehnen: Transplantatentfernung: Brustwand und Rücken
23707;5-854.96;Rekonstruktion von Sehnen: Transplantatentfernung: Bauchregion
23708;5-854.97;Rekonstruktion von Sehnen: Transplantatentfernung: Leisten- und Genitalregion und Gesäß
23709;5-854.98;Rekonstruktion von Sehnen: Transplantatentfernung: Oberschenkel und Knie
23710;5-854.99;Rekonstruktion von Sehnen: Transplantatentfernung: Unterschenkel
23711;5-854.9b;Rekonstruktion von Sehnen: Transplantatentfernung: Rückfuß und Fußwurzel
23712;5-854.9c;Rekonstruktion von Sehnen: Transplantatentfernung: Mittelfuß und Zehen
23713;5-854.9x;Rekonstruktion von Sehnen: Transplantatentfernung: Sonstige
23714;5-854.a;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material
23715;5-854.a0;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material: Kopf und Hals
23716;5-854.a1;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material: Schulter und Axilla
23717;5-854.a2;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material: Oberarm und Ellenbogen
23718;5-854.a3;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material: Unterarm
23719;5-854.a5;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material: Brustwand und Rücken
23720;5-854.a6;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material: Bauchregion
23721;5-854.a7;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material: Leisten- und Genitalregion und Gesäß
23722;5-854.a8;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material: Oberschenkel und Knie
23723;5-854.a9;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material: Unterschenkel
23724;5-854.ab;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material: Rückfuß und Fußwurzel
23725;5-854.ac;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material: Mittelfuß und Zehen
23726;5-854.ax;Rekonstruktion von Sehnen: Rekonstruktion mit alloplastischem Material: Sonstige
23727;5-854.x;Rekonstruktion von Sehnen: Sonstige
23728;5-854.x0;Rekonstruktion von Sehnen: Sonstige: Kopf und Hals
23729;5-854.x1;Rekonstruktion von Sehnen: Sonstige: Schulter und Axilla
23730;5-854.x2;Rekonstruktion von Sehnen: Sonstige: Oberarm und Ellenbogen
23731;5-854.x3;Rekonstruktion von Sehnen: Sonstige: Unterarm
23732;5-854.x5;Rekonstruktion von Sehnen: Sonstige: Brustwand und Rücken
23733;5-854.x6;Rekonstruktion von Sehnen: Sonstige: Bauchregion
23734;5-854.x7;Rekonstruktion von Sehnen: Sonstige: Leisten- und Genitalregion und Gesäß
23735;5-854.x8;Rekonstruktion von Sehnen: Sonstige: Oberschenkel und Knie
23736;5-854.x9;Rekonstruktion von Sehnen: Sonstige: Unterschenkel
23737;5-854.xb;Rekonstruktion von Sehnen: Sonstige: Rückfuß und Fußwurzel
23738;5-854.xc;Rekonstruktion von Sehnen: Sonstige: Mittelfuß und Zehen
23739;5-854.xx;Rekonstruktion von Sehnen: Sonstige: Sonstige
23740;5-854.y;Rekonstruktion von Sehnen: N.n.bez.
23741;5-855;Naht und andere Operationen an Sehnen und Sehnenscheide
23742;5-855.0;Naht und andere Operationen an Sehnen und Sehnenscheide: Reinsertion einer Sehne
23743;5-855.00;Naht und andere Operationen an Sehnen und Sehnenscheide: Reinsertion einer Sehne: Kopf und Hals
23744;5-855.01;Naht und andere Operationen an Sehnen und Sehnenscheide: Reinsertion einer Sehne: Schulter und Axilla
